item_id,qty,selling_price,order_id,product_id
WO5GA,8,0.99,23OWF,86JQ7
IOQKL,4,7.52,ZCDLZ,G08JV
22N9N,6,5.86,UZFLM,OF4I9
2YYG7,9,1.01,7MHSQ,XWXG8
VL77C,1,0.99,7MHSQ,W4SRU
HQGQK,4,16.09,8WJJ7,9SZWD
T2VGM,3,10.35,8WJJ7,PL164
XRTNX,1,3.19,8WJJ7,LSRIZ
258KB,2,6.17,80XDZ,3E00S
U73LM,4,2.29,C2E9D,QHH1G
0CEEC,2,1.88,C2E9D,035MH
FHBYB,9,6.78,KS8YI,R8M1V
OCCV1,10,13.81,CKNCQ,75STJ
H1X1J,1,3.68,CKNCQ,46HCV
1VO4H,1,5.58,J6BB2,93NRR
MPVR8,10,8.86,2FFCU,IRG32
91P7X,4,5.52,1FP3J,ZPG46
SZGY5,3,9.72,1FP3J,I3KJ2
W4Z1Y,4,1.65,ASZYF,115BX
NMTFT,9,11.07,7RF1Z,5E7NW
T43CX,7,8.13,2FC1P,FDVH8
CMEXB,3,2.78,95LGV,L8BID
SI4RA,6,2.74,7DC1L,0HZF8
ITS7H,6,0.99,GK47W,9XE9C
WE2GR,8,6.25,GK47W,B8AAL
5ZAQI,3,19.45,GK47W,N1Z3S
RDC8I,5,4.06,1KPEM,C2X37
BI2X2,6,9.21,X5NBT,DW4BN
CFKB1,8,5.64,UBGFQ,FGW0O
BGNZW,1,3.72,N2BX4,I6NQP
00JY7,10,5.22,N2BX4,H3HBY
2AGXX,3,9.11,91MC3,R37PD
Q4DZO,6,2.53,91MC3,VKIMP
PNWBO,7,2.05,FP7AC,3MAE2
951AS,6,4.95,FP7AC,CNPR0
WJA4E,2,0.99,FP7AC,CHIV4
GPBHD,8,4.91,FP7AC,CFEXY
VH6T3,3,4.25,FP7AC,BSI1V
4DTSH,7,7.73,LNPR9,JDQP2
42YFT,4,7.97,LNPR9,17PRY
KOYZN,6,21.82,LNPR9,9DA7J
4NH5O,6,10.98,A4YEI,65SEG
1HTPU,4,1.06,A4YEI,RPRGX
7DRIA,7,3.07,A4YEI,M3XI5
6ILU0,6,24.93,4D7AP,3QQEP
U6MVS,2,3.22,HAHI4,FVIK0
DBO73,7,15.23,FN7YC,MB4PL
O41AO,2,6.42,6WAXM,JPUPM
OE8IY,2,0.99,YAPJU,6YHZC
ENOK4,2,2.62,QLRLC,KYDJN
YVWA0,10,27.23,P949R,8A94M
SX08N,2,12.14,K2LG3,7BWW9
XMPTB,6,16.52,F2GQK,65SEG
RE410,10,5.23,TF33V,3WJU2
FDLBC,5,2.92,TF33V,8HUQ4
PQXH5,5,2.5,QTAA6,AEF4Y
4DEYU,1,4.05,K0ZXN,JDQP2
LPSF8,8,0.99,K0ZXN,8FA5U
NDM6T,10,21.9,XLD5I,Y6YC8
6Q011,6,2.14,JZ8G7,7NZ9Q
NCFDE,10,2.04,IWJCZ,GXQ8Q
UDBFE,10,4.3,ZWJJV,L4H3G
A0UC6,2,9.06,D7JAD,6JLU0
56S7E,2,17.84,4MBIH,75STJ
DYCM9,5,2.75,I4YRU,9V8FF
C3VAU,1,17.73,A1XYL,WHN3J
O0WKL,4,9.84,A1XYL,OP2NK
1MRDS,6,5.82,A1XYL,JAPPU
8FSWB,10,2.37,PHMR5,YDQ0J
FUWP3,4,4.41,PHMR5,705ZD
U32CK,7,6.59,LXDSN,G90RK
LKZ7G,2,4.5,NIH61,SQ41U
RNGK0,10,4.23,NIH61,DWE7N
2TOLG,9,7.75,RVO6K,F6QZB
TJUNS,10,8.33,D9507,KQ2IA
SVKM1,9,24.38,D9507,U7N3T
ASVX3,8,1.93,D9507,GPQU7
EG35O,5,6.08,D9507,3K7ZD
69FU5,8,10.4,V5BNG,W4HR9
NQC27,1,2.54,F2P6V,1GK0H
3DMTL,7,8.92,S8QM6,TBV62
C1OPI,3,5.9,1MO4P,P54TQ
L09GT,6,22.36,719JR,5Z6NV
NGYXD,5,0.99,JUVML,W4SRU
8UE7H,7,2.76,JUVML,B80N7
RW6ZT,7,2.47,JUVML,S5F2I
MIXIU,9,5.21,XUTMI,2MXVD
9KWGV,9,4.32,KBNDW,SSJWN
IWYPO,1,0.99,KBNDW,MMT4N
Z71V3,8,4.09,WQ7ER,OVMCR
PC6YI,5,5.03,1L4HM,LG8EX
6SQXC,2,3.07,45IQD,YDQ0J
M2EZQ,8,11.67,IK57V,9SZWD
ZL9D1,8,2.58,TI044,XZVBW
RCZXP,7,2.84,IWJC7,VL9CZ
2LN47,5,8.71,F9PLV,2OIFC
E8WSO,5,4.44,EHC9P,8YAY3
Q13HR,6,8.66,NJBK0,RNRSP
E07T8,10,29.41,NJBK0,MPAO6
LSG2Z,7,5.14,TNEGZ,P97CG
AYVUL,6,11.73,TNEGZ,PJZPV
5A5R9,8,3.78,1HJA8,2SF9G
ZIA5H,1,1.49,6D4SW,FJZQE
1GECO,8,9.37,2XUM7,Z8DO8
7IXEC,2,8.91,601EI,0X9GR
NT74R,2,5.93,601EI,PZU51
GASQU,7,4.14,A3BRA,YNJAA
UBINQ,7,1.86,VLYX4,DANFI
9LLO2,7,1.32,NTO5Z,GPQU7
QOQC3,7,9.33,F8AUV,ZKYBU
XMUFA,8,1.1,F8AUV,CHIV4
JBL0F,1,4.65,F0M8F,58WHL
7GRRW,10,6.71,Q20KU,MUFUS
I1DAS,2,3.03,Q20KU,LFLVR
V8TL2,10,3.55,YV4KJ,V3YP8
NX8YV,10,4.5,YV4KJ,K4FZ5
81W2P,9,5.22,8WR89,JPUPM
JXCDI,2,11.61,YH1EK,9CLQJ
KPHDN,4,2.62,SRI3E,WLXV4
9MHHK,10,8.96,R6VG6,OP2NK
ZVTHJ,10,3.69,WLRZP,R0PBG
N5WPQ,10,2.72,UQ8HL,YGKLY
O9KCC,4,6.56,UQ8HL,WSJJC
GAOW3,8,7.49,00V85,ZML2R
M2VVG,10,36.64,2D0FO,9S30I
E7O1Y,7,1.69,HK5GZ,GMGO5
R87I3,3,5.35,HK5GZ,LEEVP
XG6G0,3,11.28,HK5GZ,R8M1V
8ML1W,1,3.56,ABM0P,OBM5O
UEA9M,6,5.11,ABM0P,KF20R
QZG56,2,6.11,8PZTE,1Y87V
8U9MY,10,14.95,8PZTE,JEBDN
7NCLG,9,5.62,YDB1X,VKIMP
TRIXZ,1,0.99,SZDOX,57TK1
Q2F6D,7,5.28,SZDOX,Z0VW4
87YGL,2,1.38,5B22L,NL2ZK
QYAO7,1,3.51,957UX,XUXA0
SLXOH,10,26.4,957UX,JEBDN
H1K85,4,5.91,HOWGC,OP2NK
XZZR4,8,5.0,D6QRT,BZJNQ
HQKPA,7,2.42,PVMY6,R8ZD5
P67L2,10,5.0,L64HF,P97CG
TAY3X,9,2.21,3OS42,GMGO5
MGZTL,6,4.41,3OS42,2H9ZP
S9DB2,1,3.88,CK15R,V473N
HR6AU,5,2.09,4DW6Y,M54RL
L6KEL,9,5.55,8I0OJ,NRL6E
4FYC8,8,11.98,1R26V,9CLQJ
0ZMND,3,9.43,1R26V,V201T
VUB0N,8,6.88,2AD0B,3AFAV
O61C6,4,0.99,2AD0B,6YHZC
2HFD7,1,9.75,TJW4X,B8AAL
JSNF9,7,12.43,8OB0C,PSYJY
FIP65,2,5.32,P21IK,E8K8K
LDJ9U,8,5.33,J3DW1,8FG4T
75JGN,3,0.99,J3DW1,W4SRU
L7QPU,1,2.01,9VYS4,LVEN0
ERUMB,10,23.19,ETKLT,TLN4D
MKZPY,7,3.19,DWPDV,SUY4D
6RATZ,5,5.25,KS6HD,9P8N6
WRDZI,3,4.33,KZZE6,BZJNQ
3DTRO,9,4.05,7NVS2,MEOKR
HB2VP,4,6.01,E634D,J59H0
1PXIV,1,3.88,E634D,WU6SK
RJFQI,1,13.62,E634D,37YQC
AGXH8,1,29.27,E634D,1BJGH
L7BUS,1,6.08,E634D,LBLB7
SS83X,6,7.97,O8UHZ,LSX4P
NEKAB,2,6.83,1HY0J,XHQMC
T5EIB,9,3.23,WL7J0,P47CN
NLAYZ,4,5.35,VF60B,ZZSFC
X1TMA,7,3.55,6K1A1,ZVH2Z
V7CRY,3,4.83,DBJQM,P47CN
23GO2,5,4.5,HZ9TQ,6J6E8
6TLW9,10,1.9,HZ9TQ,4XTQO
NEFRM,4,7.55,ZKSQN,F6QZB
GTQ9Z,1,4.84,MW4O4,EEHTM
N29OF,7,0.99,U2Z17,C2562
K0FVI,4,0.99,SPVBB,8NDN8
Z0KXU,8,5.01,4630V,OBTGP
DWV2R,3,4.37,S1DXK,0LLE6
PB6KU,3,18.0,C8WPL,VZPM4
LA55A,6,10.88,C8WPL,WHN3J
7V88R,5,17.72,0YPA9,BK2QT
X5UGJ,10,22.26,0YPA9,VZPM4
M0FES,8,2.57,0YPA9,Q6ZEO
7BRW5,3,6.85,O2RHJ,GW6ZI
1J76H,9,15.51,A2GJO,15CBH
NX8BS,4,11.27,MRMPR,Y56S6
U9XY4,1,1.23,MRMPR,73MZ9
W61RN,2,3.1,MRMPR,G3K37
MARK2,7,5.13,3FOXX,LBLB7
DDGBN,5,32.03,ROU4T,4S9UJ
MKZ70,3,6.56,TX84X,V92FI
SBIEX,6,2.21,TX84X,115BX
NLZZV,10,4.98,U9JU0,O64TP
UIQOG,2,6.31,ZCKHZ,TUSKH
EBTSQ,1,4.37,843KT,TR3Y2
IJOMX,7,2.04,XXLNP,J9Q60
XZICC,5,5.83,NQ3T0,OVT81
9T45K,10,9.13,Q4PIP,TUSKH
GCPFZ,2,6.34,Q4PIP,A46O7
24FB2,4,5.65,DE9OY,2VOTG
X2B7B,2,7.36,DE9OY,63ACJ
Z1UYK,8,7.58,DE9OY,P4XL5
X07XA,5,19.45,3LL8S,8R03H
QW605,10,0.99,FI1FY,C2562
NHLOW,7,1.11,0VT2V,H9ZS8
1ARJY,10,9.0,0J3ZK,FT5IF
244HY,7,5.0,6SXZV,ZML2R
0AXED,4,7.73,FT02X,A0LI2
PLKT8,8,5.55,9ZH4D,3AFAV
B2MSL,5,3.1,96E3A,BZ2IX
7Y533,1,2.98,96E3A,YDFT3
4CLHB,1,3.14,96E3A,Z0C33
SJL79,4,6.45,0P1DH,LLO6D
5UJS6,1,1.8,OHKRO,ZQLZO
JOTWT,3,11.7,3AOEZ,65SEG
34Z0L,4,20.72,NDKAY,YE4GB
CV51L,2,4.3,8SUDF,9P8N6
QYLFI,7,7.0,42RYV,JTO6X
E84K7,3,7.09,PNDTT,UDRJG
F6CLG,1,2.19,IHS95,L4H3G
4XL4B,9,0.99,CNAZM,UORX8
K6ZST,3,5.16,V6BXU,AJ69P
9NO0H,1,2.65,V6BXU,BZ2IX
XH1WC,3,2.03,N0W48,5LJYY
F1BOA,7,0.99,8F22P,8NDN8
EBURJ,6,6.45,8F22P,WFT9G
I3DS2,3,3.85,1M8PE,92RTN
633RI,8,2.19,4NKP3,YDQ0J
D4UR2,8,2.17,JCNYF,Q6ZEO
LQ4RM,9,1.93,JCNYF,OV4WH
X7NHF,8,4.01,JCNYF,L9TI9
XTVPV,4,5.77,42WEU,PZKL4
AR2QI,6,5.92,42WEU,L3D8C
AIJ1Z,4,6.71,OVHF9,V92FI
92VAF,9,3.33,OVHF9,3MAE2
RIR8B,5,9.73,OVHF9,DHNW3
6PHGN,6,11.85,9KQRY,MB4PL
Z76K9,10,5.44,CUJF1,LEEVP
7K9PF,10,2.66,99G3A,375QA
UMS1S,6,6.25,F1JOL,AJ69P
9MYGD,7,4.44,CGZ0T,GQZJP
5LI7W,7,3.51,CGZ0T,58WHL
QDHOW,5,3.61,OCHRT,W1HC2
3VX4U,8,3.23,OCHRT,3WOYL
KORR3,5,3.36,WZD9N,GN11E
LTUPB,10,5.9,JJN6J,G90RK
W152Q,6,3.01,E7N2U,WNXM6
QYABB,2,7.7,DH33J,2CVCH
MOEJD,3,11.26,6FFPY,33ZMJ
P5K16,4,4.82,L0N6O,M54RL
561UX,2,4.51,L0N6O,SOKGZ
4MPJ7,4,9.25,L0N6O,YZ445
RQTCS,3,1.87,UZ92Q,FA0EW
YYP3X,4,3.11,ITDFG,W1HC2
DYQKP,3,6.41,ITDFG,KS9AX
WMPLT,3,26.41,JEAYE,LNLBU
AO4MP,4,4.74,JEAYE,SQ41U
3J9Y6,2,13.39,GOBYP,WFT9G
CORIO,3,7.1,GOBYP,1O9DX
VR0HB,8,7.88,GOBYP,DVJHC
28NUY,5,8.83,ZJWKF,PCJUY
N0YKJ,2,0.99,NTCK4,8NDN8
897IH,10,4.04,YX8R8,TMD3L
W0489,8,3.86,34217,5RD7J
SJ1SW,1,7.74,34217,PCJUY
DGGOF,8,0.99,C9IDC,0VMR0
ZTK7B,2,3.93,C9IDC,3WJU2
L773T,3,6.66,C9IDC,UG761
OC1MO,4,2.17,GTI56,GPQU7
5PHDQ,4,4.36,2SABY,4KRU8
CQ7CT,7,6.46,Q4KTG,P97CG
AAA2C,4,0.99,5EYXI,MW448
2X06B,7,3.76,WMX4C,SCJ09
3LBI6,1,0.99,WMX4C,X3BWP
BJ3E1,7,5.41,U3GJ5,V4DH9
OHE2C,6,17.12,U2JXT,04SGA
OFYQ4,6,5.61,AFNLE,XJGQ8
BIU32,7,4.74,AFNLE,PZU51
9MTSX,8,6.56,AFNLE,I06B8
LNIIX,9,3.99,AFNLE,24TM5
5QHAA,6,6.49,G5SYU,MQDMU
HNW4Z,2,5.99,G5SYU,512X2
36GWS,2,2.1,G5SYU,115BX
F3L5K,6,2.09,G5SYU,BSI1V
483NC,10,4.86,R4I64,KGIKP
M3I9F,7,9.41,WXH4K,TUSKH
EOPML,8,8.14,S8MS5,SCJ09
ZMZ2Y,1,2.4,UL7GV,L4H3G
MIGAK,8,5.32,R18NU,YIGNT
081GQ,6,6.37,R18NU,DBNI8
0J36H,1,3.6,R18NU,6ECVS
2JNMW,5,2.94,R18NU,FA3EA
ANOGO,1,2.81,R18NU,VXUX0
H7RS2,6,23.41,EQZBJ,4S9UJ
PCEQH,4,0.99,CA2OC,X3BWP
LYSJ7,1,5.1,6EM3M,9IZXV
FNTY0,6,2.55,WJIEQ,LEEVP
67CIM,3,4.85,CFYSL,FGW0O
5OABB,10,1.56,K0TXY,V3YP8
3XYL3,7,0.99,WBQGW,6YHZC
9YCJE,7,7.71,36KBL,BNWJE
PUIV1,5,0.99,X85RR,A8HUO
7ZM5R,6,6.7,1D75S,A0LI2
MBVD2,9,7.23,1D75S,OMD3C
C300D,2,14.49,1D75S,75STJ
7USVK,4,5.74,QPYG9,OP2NK
PDS0I,3,0.99,QE8JX,A8OWO
DD8EX,5,3.2,QE8JX,7NZ9Q
CG9IL,2,2.5,QE8JX,46HCV
UC4ZM,5,7.12,ADOUQ,LOXVO
JO7QW,6,0.99,70JPK,W4SRU
851BB,1,0.99,70JPK,7RF4Y
9GKQT,5,3.13,70JPK,375QA
WNLC9,9,6.23,ZZHNT,L3D8C
JK7LR,3,3.28,6BTZ1,B28ZZ
H8853,7,9.95,6BTZ1,AJYXD
RSS32,9,6.35,6BTZ1,S86IH
G8K1V,1,6.14,6BTZ1,2CVCH
6IH1S,2,3.14,I3VXR,5920Z
8LI4K,2,1.25,L7GYO,F5WUW
32DLK,3,7.95,KU1VI,XYYMI
MC8P1,5,2.0,FLG84,1GK0H
3TWM8,6,4.6,SPSYB,TTMTO
JA4TD,9,3.23,TUIA3,17PRY
8EYEW,4,17.68,67V6Q,2OIFC
9H7M4,7,3.39,85R4Z,DKC29
G045Y,7,1.85,MEN9F,V3YP8
AAF5R,10,4.93,MEN9F,4PJKU
8YHOE,1,7.13,35C77,2MQBL
95ASN,2,16.29,DAOEX,TTXEH
VNTNB,10,8.12,9NHUW,R37PD
YRDHL,1,4.62,0HWIP,375QA
84E4K,4,5.65,48UZ4,9IZXV
XORT5,7,4.05,48UZ4,7FVM5
N584A,3,0.99,48UZ4,G1KVR
IZAH1,3,3.87,48UZ4,UF431
2URDC,4,1.06,48UZ4,UORX8
JPZA1,4,3.76,GT2W9,2SF9G
Y7BI7,4,8.93,HRB7D,KQ2IA
MWB55,2,5.22,MXAJ7,QZPF5
0WF4C,9,4.12,IXS32,G4Y5X
6B5DX,10,3.9,NFR4L,3E00S
BW7Q5,3,5.59,TMP4N,BNGIK
0DRTG,9,3.17,ANKKK,YDQ0J
1PIY9,9,0.99,ANKKK,HJFMO
QXXSA,3,11.84,BPM38,I3KJ2
4MPZE,4,2.11,BPM38,VXUX0
X6W8J,8,15.63,5GV6G,37YQC
JBD6G,9,5.88,ACB14,QHEZU
HRXKN,7,2.8,ACB14,5RD7J
EJ15X,1,0.99,ES8CC,6YHZC
A65XF,10,47.34,U09F6,X0401
XYH9F,4,15.43,6DVXU,3R28Q
N9G94,8,19.65,ZJZHN,5E7NW
FI1BC,3,15.51,ZJZHN,BNWJE
4DZJ1,1,8.41,E7650,OCT4N
9BYKJ,8,28.56,KL3GN,MPAO6
12GGW,5,3.63,KL3GN,2MQBL
LIN15,10,2.67,8T2YE,YGKLY
SOYWH,4,4.0,8T2YE,O64TP
DS4FJ,10,3.97,588PY,BZJNQ
PY2FN,8,1.54,588PY,WNXM6
HFAQ1,6,6.69,RZ4Q6,V3SOM
1VVYH,2,14.03,RZ4Q6,1BJGH
DGLZQ,2,9.61,NJ47J,W1AXT
NME1D,6,22.59,NJ47J,Y6YC8
ITFUW,1,6.71,04OPR,GQCKF
IWQGY,8,4.06,04OPR,P4XL5
OG66P,8,10.4,MU72N,BK2QT
QNYTE,6,5.14,MU72N,06WHX
W74JN,2,6.29,RN04A,58WHL
ECOWJ,8,17.45,RN04A,2SEIL
BELE1,3,6.65,2X2DX,3AFAV
0O368,10,11.79,TQMHG,JEBDN
2SA0X,6,15.73,KZ0G5,DHNW3
AAEZU,1,2.0,KZ0G5,G3K37
46G09,2,3.63,KZ0G5,6C9G3
IANIX,7,4.76,STZ8A,L8BID
YK8QT,1,2.18,STZ8A,1GK0H
M1RYD,3,10.4,SRYKF,JTO6X
1GH3X,3,9.78,DTIDY,BNWJE
RAZDU,9,5.76,3FJQE,KLBI5
VYDL3,3,7.07,HSDTQ,MYBYS
0SSE4,9,5.48,G2AGY,SUY4D
W4PLL,10,6.44,027GQ,P70HF
01NIV,9,3.46,EYFLU,6WLH2
J68EQ,2,4.13,9E7VZ,RFBU9
L10LG,9,4.87,9E7VZ,PMDQO
VHEGH,2,6.11,9E7VZ,UF431
Z00QS,2,10.85,D0FWY,PJZPV
FE2OW,8,6.66,9QMA6,BRAGZ
O7AW4,6,2.03,9QMA6,P39SF
WT5MW,3,1.79,9QMA6,4XTQO
EYHBU,5,0.99,9QMA6,Y2HKP
OIQ2K,9,18.21,09L64,5Z6NV
91KL2,8,3.21,41GL2,XYYMI
7GBPQ,10,5.45,41GL2,28PAO
CB35N,8,13.09,41GL2,KA8Q9
MEHM8,7,5.95,5U267,FDVH8
9D032,4,0.99,Q8LYQ,QTY42
V9A68,5,14.73,2EE9A,WHN3J
SF8GF,2,7.29,2EE9A,ZQKGJ
1PYI8,10,2.96,2EE9A,CXV5D
O6DRW,5,2.64,0LCXB,ZCNB8
NH1R0,9,1.06,0LCXB,F5WUW
A700A,10,3.88,0LCXB,KS9AX
9XN7A,10,4.87,NL3V0,W1HC2
SA71C,8,2.85,NL3V0,U0BKO
N51BA,8,3.27,BJ6JQ,05V84
BDB5O,3,4.62,008UL,2H9ZP
UW198,6,2.85,V6HHP,LG8EX
NELDL,2,7.58,4NORW,1GQ8O
NM4VU,5,5.89,4B9RN,XUXA0
M7PC7,7,2.5,948TB,GPQU7
YJYGK,5,9.85,CJAEZ,YZ445
FPXS8,5,3.1,FNIM2,BSI1V
QB9YI,6,2.34,FNIM2,UORX8
HV83U,4,7.07,UBMGE,L6E00
OPCDG,9,3.6,PE67Q,KS9AX
BL6T1,1,8.04,PE67Q,OF4I9
6SQES,9,3.73,81NVG,7184L
RLZA8,6,8.61,KJPCQ,V201T
WA84V,5,2.67,S3A2B,YHD9M
G1BMU,2,2.38,S3A2B,58PB2
Z3RYN,9,5.2,63KE6,512X2
AYXTZ,9,12.41,SF7MP,ZZLFP
31FXM,7,1.58,KOO81,S1OKU
978MO,4,0.99,K03NT,86JQ7
5EI8Z,10,2.47,K03NT,AEF4Y
2EOFN,3,5.84,9KITM,9P8N6
J4F6R,1,4.06,9KITM,5920Z
BUWTN,7,26.56,9KITM,84G67
1NX8Z,9,5.11,5QJ7D,PZKL4
Z8MB8,4,2.67,5QJ7D,V473N
4VLKB,8,5.38,5QJ7D,N7KF3
82EYB,1,5.22,5QJ7D,NEUMF
C5F4S,7,4.13,WF6DT,H3HBY
QHBUL,4,2.62,PRHB5,TTMTO
T3J8X,4,24.73,ML2H9,2OIFC
B4UXS,5,1.94,XJM3Z,NVXBC
DNYUD,6,5.57,N2GRU,SSJWN
YZZVN,1,3.76,N2GRU,EB2EI
DMBAD,1,2.7,BDK07,NEUMF
QA8NN,2,8.03,BDK07,15CBH
CPQ68,6,1.15,0SWF4,6MCT9
GMYX7,2,4.76,9B7U1,ZQKGJ
C9Y0R,3,7.49,ACAU6,UF431
4MU21,8,5.0,028U7,58WHL
PUDSM,1,5.55,FNKSZ,PL164
SCEYN,1,20.49,QNE78,Y7KB7
MEWEZ,7,5.06,QNE78,LOXVO
F8Q4O,1,1.96,OLVZO,P39SF
R3PQJ,6,1.89,OLVZO,IW939
7WSWO,9,14.4,AF1K7,V6BKZ
LKMAK,6,5.87,AF1K7,UXXKY
Z40P5,2,9.22,AF1K7,WU6SK
5IT5Z,5,2.77,7KYC4,K3W6C
V2UOT,9,10.2,3YBA8,PZU51
8HROV,2,2.05,HC0OR,CS73N
5UZQD,2,6.42,HC0OR,CXV5D
4P6KW,6,5.12,L8Y09,M3XI5
BOXCY,10,8.43,L8Y09,HIJX4
4GCWV,2,2.34,L8Y09,Q51Y8
CPTMK,7,4.32,O1IZX,3BPK2
EU4O8,2,5.2,O1IZX,PKAJG
Q7QZV,7,3.8,79YYX,MYBYS
RUP78,10,10.6,WA2U5,UBZYL
DPCW8,7,0.99,BUJ53,W4SRU
WXE16,1,2.54,47BV4,58WHL
0FHCK,9,8.89,47BV4,MYBYS
GNV36,7,7.64,47BV4,WSJJC
62IS4,6,3.78,0P8M1,LBLB7
E8KUR,9,39.4,RIPBT,Y7KB7
43GVY,6,12.65,CP7WG,8VPBX
S452Z,9,9.99,OGFEM,GOH26
CW7RY,2,3.26,OGFEM,MQDMU
WM8CS,7,8.76,BZOA6,BK2QT
OYM0E,4,0.99,BZOA6,6YHZC
GPX6G,8,4.91,PBTO2,5920Z
WXEH6,9,0.99,8XNB3,N77B9
1HCW3,7,5.95,HEO2W,P47CN
IFMMX,10,5.09,DUJ8D,UF431
8OEKY,10,5.53,VE7RJ,0X9GR
J2HUX,2,6.49,81YF6,FGW0O
YUVFT,2,28.69,M1RFH,GULLZ
X5EFK,9,2.53,A9SGC,7184L
SH3UO,2,2.84,A9SGC,SHF0A
1ZQBB,8,0.99,Q50VU,6YHZC
CQ1QS,10,6.51,23SVM,JDQP2
IA2VS,9,2.41,Z95FK,BLPK9
43WDL,3,0.99,Z95FK,9XE9C
YCU1A,6,20.69,Z95FK,ONSIO
PZEJG,4,9.6,VVT9N,ALCBL
Q81U4,3,12.58,GFDAX,WURYH
4NWUU,9,4.82,GFDAX,3WOYL
5NROB,4,6.45,WOVS7,PWEGA
BMBZK,8,4.0,PINA4,S1KS2
PAKNV,10,2.76,988YJ,22P6A
1STC3,7,4.49,KN1KH,2H9ZP
8ML87,10,3.16,36JTV,RAUEN
XAKD3,10,3.35,36JTV,XQUM7
SA35K,4,5.41,CPWDI,SHF0A
C9H3V,3,31.38,KB6JW,Y6YC8
XOX95,1,14.69,LC3RL,M3QZZ
ENOH9,8,2.02,KQSMH,9XE9C
PGM6Z,1,7.66,KQSMH,1GQ8O
NC3IW,2,1.81,KQSMH,9XE9C
BO1N2,9,3.1,3Z8M6,TR3Y2
YMZPT,10,1.94,3Z8M6,BSI1V
PT65G,1,7.62,HE2G9,ZZSFC
EHYLD,7,12.34,HE2G9,VZPM4
WOYV2,10,4.86,C6ANK,Z0VW4
LC752,1,3.27,VP7J4,80C11
3027N,8,2.55,NLCSP,6J6E8
7OHT9,1,15.55,2PAM0,FT5IF
8BF1C,6,0.99,2PAM0,7RF4Y
Q13W9,9,14.93,3S6V5,8A94M
T7LPE,8,8.45,3S6V5,IRG32
YX9IK,1,11.73,LC2YJ,OP2W7
6D00D,9,12.16,6GS3T,5E7NW
0220R,2,6.98,BSHJG,JHXPY
CSB04,3,9.77,BSHJG,TY0I8
S5O7M,10,6.91,BSHJG,WSJJC
37YOH,6,13.91,1EQZ2,ZZLFP
XQ6IH,8,22.34,F7UUH,37YQC
Y74K8,9,2.26,N3TMQ,8HUQ4
AWRYP,5,10.16,08RC7,OP2NK
SIHCD,9,4.0,A29NJ,OVMCR
3AZ2G,3,10.82,583C8,NCRWX
RKXSC,3,3.39,4O7U8,GQZJP
CA59Z,3,11.09,UJA70,TTXEH
IP8BU,4,1.06,Q1Z9U,QICOI
OKEQU,10,1.85,CS97C,BJRUL
4RJG0,6,1.01,2UJJD,RIYZZ
CS28Y,4,1.34,2UJJD,WY80W
FC7QV,2,25.31,2UJJD,GULLZ
Q3PTY,10,7.3,63DAU,UG761
PKITQ,4,2.72,WKQWY,Q6TX0
67VDG,8,5.66,9LKUZ,W1HC2
S7FVQ,8,3.72,3NHI4,58PB2
WW4P8,5,2.9,3NHI4,GN11E
77LDT,4,3.81,3NHI4,SSJWN
ANI58,4,18.21,1A27M,8VPBX
J7GEI,6,3.32,1A27M,0LLE6
8YXLD,9,3.9,IUOKC,HUC97
LU1YM,8,1.84,NGUF3,GXQ8Q
0NDMD,8,12.34,X9BQG,U26HH
XOJQL,7,4.87,BGPBC,OTT7P
QZ9OI,2,0.99,T2B9J,CHIV4
744SQ,5,1.93,8R3GV,3MAE2
YNF51,4,2.45,8R3GV,B80N7
MBDIE,7,18.6,DHYEO,OP2W7
AYE92,1,7.37,DHYEO,JTO6X
1JSCP,6,3.16,NT94U,RFBU9
L2RNI,5,5.2,DA42Y,U0BKO
CUSZE,5,14.68,DA42Y,5UUXB
A6I4Y,7,4.86,DA42Y,06WHX
7A3TL,4,1.15,DA42Y,QICOI
CHXCL,1,13.72,DA42Y,15CBH
EBDJO,9,2.42,DA42Y,6C9G3
MY9LO,10,4.04,DA42Y,XQUM7
Q0SB7,4,7.21,DA42Y,92RTN
89L9Z,4,2.85,LHTII,H9ZS8
XCBR7,9,9.65,LHTII,PZU51
RAYJX,8,5.44,LHTII,8B68O
W1GLQ,10,9.73,GW9RX,L3D8C
8RCEU,5,2.7,GW9RX,ED2FO
J4UYW,3,39.06,FYRU9,4S9UJ
63I1Z,5,1.58,FYRU9,ZWBXI
5IU97,10,11.4,FYRU9,8CA8L
4VVRN,4,8.17,H4C7D,C0PRG
0P23I,8,2.19,H4C7D,YGKLY
6Y7R5,10,2.93,EU9PI,DMNTR
LXVHH,3,4.41,EU9PI,KGIKP
LKUKT,1,5.85,ZC98W,PMDQO
8UL2P,2,7.25,BFTW7,RNRSP
YP0EV,7,0.99,YKP9F,X3BWP
7DUI9,9,3.22,Z221I,0LLE6
1IJGS,7,10.11,Z221I,T6KMJ
0X36A,8,30.65,T5ZIR,84G67
AGLJK,2,12.5,BAZSE,JEBDN
X93WV,5,2.46,BAZSE,H3N71
UOEEW,4,3.55,OJG6Z,2GHCW
5WL8V,10,20.54,D4377,Y6YC8
RY94P,3,8.83,PV89L,M3QZZ
VVHH5,10,3.99,IMKUV,CLDLH
7JPXU,5,9.45,6O917,OP2NK
SQCOC,7,9.29,09KF5,UG761
LYIR3,4,0.99,C2DB3,HCUV9
DLW8P,4,2.92,LASU9,115BX
