order_id,total_price,time_placed,pickup_time,customer_id,shopper_id,vehicle_state,vehicle_license_plate,store_id,time_fulfilled
QAV60,75.58,2018-04-18T17:44:15.000Z,2018-04-18T22:24:57.000Z,QAMES,0GW2Q,NY,FEW-387,5ORB8,2018-04-19T03:22:02.000Z
PUXX1,18.72,2018-04-18T19:47:54.000Z,2018-04-18T20:17:01.000Z,8H7NB,JAWDY,CA,1H 4T5JSX,G28Y1,2018-04-18T20:27:15.000Z
ARD6R,7.68,2018-04-19T00:21:37.000Z,,6AMX3,OTJ8K,CA,61Z•627,2AKCB,2018-04-19T08:00:48.000Z
YPH5A,14.36,2018-04-19T10:06:03.000Z,2018-04-19T15:33:56.000Z,PNG8X,74XYN,SD,XX 7333,0HKZ3,2018-04-19T19:00:22.000Z
36LO0,20.4,2018-04-19T10:16:34.000Z,2018-04-19T15:55:00.000Z,1ZGLT,1DZEO,CA,PBO 928,SZI3N,2018-04-19T18:07:03.000Z
0GFP4,36.06,2018-04-20T01:23:59.000Z,2018-04-20T04:41:45.000Z,FCTI1,P2D9W,WA,556-BNU,VDV4X,2018-04-20T08:57:11.000Z
Z5219,81.38,2018-04-20T05:22:12.000Z,,P24HF,VDCQO,CA,6H226,6DT5L,2018-04-20T13:42:40.000Z
PZN9T,25.52,2018-04-20T10:49:58.000Z,2018-04-20T16:21:30.000Z,IZ7H1,4L1F3,CA,M 401272,JESAR,2018-04-20T21:33:29.000Z
UVUJG,146.74,2018-04-20T14:52:52.000Z,2018-04-20T19:06:13.000Z,0GNDT,1BYHY,CA,IZA 906,17KE2,2018-04-21T00:57:48.000Z
PUZEE,4.95,2018-04-21T07:20:37.000Z,,Q6HWG,SPU5K,CA,SXY5693,SCPDY,2018-04-21T12:52:25.000Z
9LRKJ,260.5,2018-04-21T10:01:06.000Z,2018-04-21T15:58:05.000Z,8CTKG,5MYL2,CA,053 6VX,7IEJT,2018-04-21T18:11:41.000Z
P4HVS,280.08,2018-04-21T13:39:06.000Z,,WZXFL,AIX97,OH,A09-85Q,OO0E6,2018-04-21T18:54:40.000Z
6AQBI,244.04,2018-04-21T14:50:51.000Z,2018-04-21T18:03:11.000Z,FW9QQ,UUR4D,AK,2-1733F,BSSBT,2018-04-21T18:48:55.000Z
T4JTS,18.96,2018-04-22T06:57:46.000Z,,1TMXQ,ARGSG,CA,925 NDD,GVFVV,2018-04-22T09:43:42.000Z
QJTLU,25.76,2018-04-22T07:08:34.000Z,,KMSQY,O8RUE,OK,RLT 8898,N5V0S,2018-04-22T11:57:57.000Z
5UFA7,11.91,2018-04-22T07:55:38.000Z,,ATMRJ,VTQY1,CA,9TX47,WG5N0,2018-04-22T09:31:08.000Z
ECBLD,92.9,2018-04-22T12:32:41.000Z,,8W0B5,0IBLC,CA,392-LRM,SCPDY,2018-04-22T22:04:33.000Z
RH7VD,6.4,2018-04-22T15:46:04.000Z,,KNBNP,345P5,CA,RMP4559,S1F36,2018-04-22T20:31:28.000Z
TC65M,341.6,2018-04-23T09:57:37.000Z,2018-04-23T13:28:51.000Z,Q5IH4,CNPV2,CA,014 OSY,TG6R5,2018-04-23T15:32:48.000Z
YATVX,35.44,2018-04-23T18:17:19.000Z,2018-04-23T21:09:34.000Z,2IJQ0,3U2HO,GA,857 RFA,1U31K,2018-04-23T22:24:47.000Z
U0YFF,5.92,2018-04-24T00:29:32.000Z,,KK689,RBHAX,CA,753-KYF,ZDSRP,2018-04-24T11:09:44.000Z
P98F3,144.97,2018-04-24T06:48:28.000Z,2018-04-24T10:10:27.000Z,983TY,GUSJG,CA,VNJ9579,JR3IY,2018-04-24T14:38:16.000Z
9KHBR,233.12,2018-04-24T14:31:56.000Z,,J8YPW,LW5GF,KS,5-12745M,G9N3Z,2018-04-24T23:11:33.000Z
K257G,63.56,2018-04-25T01:44:56.000Z,2018-04-25T05:42:29.000Z,PDQKA,OLLXJ,CA,8MKB 34,TDP0A,2018-04-25T09:07:16.000Z
POM4Z,11.1,2018-04-25T07:40:42.000Z,,92GJB,CVQII,CA,73-A193,D4HJY,2018-04-25T13:19:25.000Z
GC5EV,39.58,2018-04-25T09:14:19.000Z,,0W3L0,49949,CA,3O E8872,CTAQ0,2018-04-25T15:14:04.000Z
OL13L,33.67,2018-04-26T03:54:27.000Z,,GK832,ECOXA,MS,UDQ-7248,3II5S,2018-04-26T10:27:09.000Z
XRG4K,67.8,2018-04-26T10:01:08.000Z,2018-04-26T15:45:48.000Z,546EJ,3729Q,CA,MLJ 966,YLPSD,2018-04-26T17:10:02.000Z
BADG6,5.94,2018-04-26T13:57:51.000Z,2018-04-26T14:22:34.000Z,OMVG8,KKB92,IL,469 HGX,A7ZNF,2018-04-26T17:07:27.000Z
I4069,37.68,2018-04-27T06:56:34.000Z,,Q9A05,HMAL6,CA,168 QLU,CTAQ0,2018-04-27T13:22:03.000Z
M3BYT,11.36,2018-04-27T18:22:08.000Z,2018-04-27T22:41:52.000Z,474G2,EC1CB,CA,0-0147J,SQOXK,2018-04-28T02:50:23.000Z
BUUFC,45.98,2018-04-28T00:21:15.000Z,2018-04-28T01:10:51.000Z,K119F,TUF4I,ND,9IME 75,WBLFY,2018-04-28T01:45:11.000Z
CKHTV,42.8,2018-04-28T09:41:35.000Z,2018-04-28T12:28:22.000Z,FSSXT,59IDX,RI,072-PLJ,2TM62,2018-04-28T14:15:04.000Z
AXIL9,7.46,2018-04-28T17:47:58.000Z,2018-04-28T19:33:49.000Z,YEG5I,TUF4I,TN,ESK 988,WBLFY,2018-04-29T00:03:46.000Z
QEM38,45.55,2018-04-28T18:27:18.000Z,,ZA9IQ,DHT4W,CA,KL4 1449,E0HTC,2018-04-29T01:54:20.000Z
YJSSK,25.91,2018-04-28T20:40:19.000Z,,723LL,5MYL2,CA,SMV 6677,7IEJT,2018-04-29T02:17:44.000Z
2QHZU,8.55,2018-04-29T00:04:10.000Z,,1I35T,AVLMD,CA,344968,BNDY3,2018-04-29T06:41:50.000Z
B4AED,97.81,2018-04-29T05:16:55.000Z,,7SNQY,GO7CC,CA,908-EMC,VCL23,2018-04-29T09:01:22.000Z
DWISY,21.75,2018-04-29T10:29:47.000Z,2018-04-29T10:40:38.000Z,4SEDM,23DVK,CA,TC-4703,0OENH,2018-04-29T11:16:23.000Z
AYKMH,57.06,2018-04-29T13:29:10.000Z,2018-04-29T13:40:08.000Z,TP9AI,5WURH,DC,974-XVZ,8J54U,2018-04-29T14:10:56.000Z
P7GE0,89.79,2018-04-29T15:47:06.000Z,2018-04-29T18:08:42.000Z,FW4FG,04H5M,IN,1JR0799,H6IY1,2018-04-29T22:21:39.000Z
OFR93,13.2,2018-04-29T16:17:33.000Z,2018-04-29T22:02:15.000Z,9298L,C7X9T,MD,243-DGZ,NT8S6,2018-04-29T23:41:55.000Z
PW94S,52.6,2018-04-30T00:25:20.000Z,2018-04-30T06:02:52.000Z,JC6HH,4CD2W,CA,95-7659Z,CQTM4,2018-04-30T10:35:29.000Z
BT8RS,40.59,2018-04-30T03:51:30.000Z,,FGBRE,ZZUG5,CA,8Z 7P3GRZ,SEAXT,2018-04-30T09:24:23.000Z
CMZF2,14.22,2018-04-30T05:37:41.000Z,,PRIFU,74XYN,FL,ANZ-6086,0HKZ3,2018-04-30T07:47:33.000Z
ANWQC,122.53,2018-04-30T11:17:46.000Z,,NF64B,ZTMRS,CA,Q44-WVO,7NOQY,2018-04-30T14:38:51.000Z
SZ8PZ,63.4,2018-04-30T16:18:50.000Z,,83CDB,D9XPV,MO,459 EAF,OL2N6,2018-04-30T20:48:57.000Z
OUNWM,43.96,2018-04-30T18:29:02.000Z,,12JQD,J6W0N,VT,T34 2NC,HI9JV,2018-04-30T23:24:06.000Z
BKBRZ,14.68,2018-05-01T03:11:46.000Z,,F8HFE,QA55Z,GA,HGZ P65,FWJY6,2018-05-01T09:02:55.000Z
2NBQY,69.57,2018-05-01T13:26:11.000Z,,TQU0V,YUQSE,NJ,8BE H23,6DT5L,2018-05-01T21:56:09.000Z
QMOTD,4.64,2018-05-02T16:12:33.000Z,,EDX55,IIN44,MI,CAU9196,O8P7C,2018-05-02T17:09:57.000Z
K24SY,4.95,2018-05-02T20:52:14.000Z,,RUVRX,2KFTE,CA,7K Z6831,FK2B5,2018-05-03T03:21:18.000Z
B41F7,5.09,2018-05-03T00:16:38.000Z,2018-05-03T02:28:45.000Z,YHX9I,NQ84J,CA,7EKD463,D3O18,2018-05-03T03:15:17.000Z
AMTY4,10.28,2018-05-03T03:27:03.000Z,,RRT5Y,D4ZJJ,CA,SCB 895,I5OZH,2018-05-03T11:29:53.000Z
5KGND,68.19,2018-05-03T09:46:05.000Z,,6GC3S,FAXWJ,IA,OXV-0523,4AOVR,2018-05-03T12:48:10.000Z
62PNI,3.96,2018-05-03T20:16:48.000Z,,NSY4O,LI1MW,CA,NLL 797,4SRHC,2018-05-03T23:43:48.000Z
KHWUB,24.97,2018-05-03T22:26:50.000Z,2018-05-03T23:24:59.000Z,WJKQE,VLZPH,CA,138 ILG,OK01O,2018-05-04T05:08:59.000Z
VJPAS,132.24,2018-05-05T05:32:01.000Z,,WARA6,ZTMRS,IL,LJV-2320,7NOQY,2018-05-05T10:46:41.000Z
RBNBP,6.08,2018-05-05T08:05:34.000Z,2018-05-05T09:19:50.000Z,0KKNU,FIVIA,NH,QDY6099,BHDBX,2018-05-05T13:42:52.000Z
TPTQ6,73.71,2018-05-05T09:57:12.000Z,,EIYQ8,1IVOT,CA,3U731,I70TD,2018-05-05T15:49:18.000Z
3SYD5,4.95,2018-05-05T14:08:53.000Z,,UB1BJ,FDB35,AR,109-IMV,EHN88,2018-05-05T20:24:59.000Z
UI9JJ,20.82,2018-05-05T14:43:14.000Z,,ZJ1L9,E27EG,MS,HT 8006,CAX0E,2018-05-05T20:01:40.000Z
KLQYG,10.1,2018-05-05T14:45:56.000Z,,IANX5,OTJ8K,CA,WIR 715,2AKCB,2018-05-05T17:55:10.000Z
VQ1WR,27.81,2018-05-06T02:12:39.000Z,,5TMQR,AF94P,CA,YL 19518,I4R4M,2018-05-06T07:54:44.000Z
TG8Z9,33.12,2018-05-06T09:46:49.000Z,,Q7OEE,K119F,CA,65A 5808,F0ERJ,2018-05-06T11:44:14.000Z
CKHXP,54.81,2018-05-06T12:00:50.000Z,,G2E3G,JXM68,CA,MCG 463,WCD8M,2018-05-06T22:54:39.000Z
H9GD5,1.35,2018-05-06T19:40:19.000Z,,25XGP,KYDVM,IL,4-2011Q,DZ3S4,2018-05-07T04:29:50.000Z
GOFFP,22.68,2018-05-07T01:22:23.000Z,2018-05-07T01:32:58.000Z,FW9QQ,OBK9B,AK,2-1733F,NYD1F,2018-05-07T07:14:32.000Z
EGADR,5.08,2018-05-07T04:10:36.000Z,,3GWDD,E98WB,WI,KIN 766,P4RIP,2018-05-07T10:47:59.000Z
68DTT,127.5,2018-05-07T19:16:18.000Z,,MA61P,9CS1N,CA,GRP-4000,KPWY0,2018-05-07T20:46:49.000Z
JXKJ7,74.29,2018-05-08T01:08:26.000Z,,7XSZH,BCS4T,CA,70-2599P,WQL1A,2018-05-08T04:56:33.000Z
HFU9Y,76.75,2018-05-08T01:22:35.000Z,,OGM62,BRACZ,CA,8V X0772,6I2R7,2018-05-08T07:58:50.000Z
P3KVW,91.6,2018-05-08T06:54:16.000Z,,M26UD,QXM28,CA,74-U963,VDV4X,2018-05-08T14:34:54.000Z
TQX73,122.0,2018-05-08T09:45:11.000Z,,DU5GM,IZ7H1,CA,44-I681,CGNL1,2018-05-08T16:37:53.000Z
PM8N0,4.08,2018-05-08T11:53:27.000Z,2018-05-08T17:18:01.000Z,PFQSS,872ZA,IL,XYU-7003,G6TQY,2018-05-08T21:06:23.000Z
HSXSD,47.46,2018-05-09T06:51:15.000Z,2018-05-09T10:24:31.000Z,75CLD,R5Z9M,CA,4Y 0916Z,3HM75,2018-05-09T12:14:59.000Z
HKMKX,118.17,2018-05-09T09:05:12.000Z,,EAXNR,ALLL5,WY,31J 5518,I9XF9,2018-05-09T15:20:21.000Z
RMLWG,13.26,2018-05-09T11:23:18.000Z,,TRAN0,LWBDM,CA,6-42218,74JM7,2018-05-09T16:39:38.000Z
ERKIE,2.61,2018-05-09T14:53:15.000Z,,2GXJ7,J6W0N,CA,800STN,HI9JV,2018-05-09T20:46:35.000Z
0IHSS,114.18,2018-05-10T07:56:39.000Z,2018-05-10T09:04:11.000Z,RGSVW,1RBTZ,CA,3FS 761,78UQA,2018-05-10T11:51:50.000Z
L3O4K,20.1,2018-05-11T09:35:58.000Z,2018-05-11T14:50:23.000Z,YEZ0K,PUNDM,CA,5-40561O,E2F4D,2018-05-11T18:32:10.000Z
TYCCJ,13.14,2018-05-11T11:42:47.000Z,2018-05-11T13:16:37.000Z,X9L36,D9EVU,IN,LPA 381,X52OV,2018-05-11T18:08:00.000Z
Q756A,105.68,2018-05-11T23:55:57.000Z,,3NNF7,5XRCJ,CA,N 414858,UTTGU,2018-05-12T04:16:08.000Z
J0N96,4.84,2018-05-12T00:50:47.000Z,2018-05-12T02:02:49.000Z,EGCJL,5IIYT,CA,N82-73L,BMHTG,2018-05-12T05:36:18.000Z
DMYHB,21.85,2018-05-12T05:09:36.000Z,,0TOKI,2PUAK,CA,SW5 2841,717T9,2018-05-12T07:45:11.000Z
I7GN4,20.21,2018-05-12T05:54:56.000Z,,XT38Z,BECT8,CA,VO4 6173,1M1KC,2018-05-12T07:53:05.000Z
TDDUV,216.23,2018-05-12T11:00:53.000Z,2018-05-12T15:21:12.000Z,O7AB6,0Y5OX,CA,4CU19,7N4UM,2018-05-12T19:31:17.000Z
WBTS4,9.42,2018-05-12T21:07:55.000Z,2018-05-12T21:34:18.000Z,G3QMM,C9KK8,AR,QVK 138,1O3SE,2018-05-12T22:26:48.000Z
BQPBC,12.08,2018-05-13T05:28:19.000Z,2018-05-13T08:22:27.000Z,26LV3,6U497,CA,4B 91212,AULSB,2018-05-13T12:09:55.000Z
TPYE5,12.55,2018-05-13T15:14:27.000Z,,GUSJG,FW704,HI,LYE-1864,B7XOX,2018-05-13T19:34:53.000Z
YZVN9,101.0,2018-05-13T16:21:46.000Z,2018-05-13T18:10:05.000Z,Q1QAU,2DAER,VA,7E 0Q1JEH,CGNL1,2018-05-13T20:51:57.000Z
72UWS,5.62,2018-05-13T16:38:23.000Z,2018-05-13T19:25:48.000Z,JGR1Q,2DAER,ND,KK 63764,CGNL1,2018-05-13T23:48:03.000Z
5DDJD,59.74,2018-05-14T01:52:01.000Z,2018-05-14T05:17:49.000Z,H529K,SMBS5,CA,0C M0438,ZU9IP,2018-05-14T08:13:12.000Z
BKXIB,83.17,2018-05-14T12:06:09.000Z,2018-05-14T15:34:08.000Z,33QBI,YHZ34,MA,CIO7338,P4TYX,2018-05-14T16:23:04.000Z
ZFD26,182.31,2018-05-14T15:45:21.000Z,2018-05-14T20:14:54.000Z,442J9,CBJVC,CA,43Q L30,M77DZ,2018-05-14T21:36:51.000Z
SAOZN,11.7,2018-05-14T16:59:57.000Z,2018-05-14T17:14:31.000Z,4IOJU,OTJ8K,CA,9-G4649,2AKCB,2018-05-14T20:21:48.000Z
QQ0OX,6.51,2018-05-14T20:11:04.000Z,,BRACZ,CNPV2,CA,47M•101,TG6R5,2018-05-14T23:06:58.000Z
536TM,5.1,2018-05-14T22:31:48.000Z,2018-05-15T01:28:29.000Z,55GU7,EQS4S,NE,OCC 225,596YT,2018-05-15T04:03:51.000Z
M2OIA,24.63,2018-05-15T03:53:44.000Z,,UEO2V,AZJ9T,CA,9EPO349,S6WJO,2018-05-15T11:42:59.000Z
125PT,87.06,2018-05-15T12:35:26.000Z,,JST9C,GJWYN,CA,658-QIQI,0HKZ3,2018-05-15T20:54:06.000Z
PV57G,66.15,2018-05-15T12:55:23.000Z,2018-05-15T16:14:15.000Z,OQWJM,U6JMO,CA,6F 5F2LJF,SG708,2018-05-15T18:23:02.000Z
M5Q0J,8.05,2018-05-15T13:14:48.000Z,2018-05-15T18:06:16.000Z,X0N0D,26CVS,CA,48P QD3,2K77Q,2018-05-15T23:57:19.000Z
RQNAO,50.88,2018-05-16T00:19:59.000Z,2018-05-16T05:10:22.000Z,LP6GT,QOXHG,CA,4DCL989,7SDSK,2018-05-16T06:24:12.000Z
NVLON,20.58,2018-05-16T04:50:03.000Z,,8EF39,FXX0B,UT,MBA 955,XSFYQ,2018-05-16T14:38:23.000Z
DFV5H,13.7,2018-05-16T08:50:21.000Z,,86RDZ,92KQS,ID,796 WU1,3XUGZ,2018-05-16T16:30:50.000Z
NB810,11.27,2018-05-16T12:34:06.000Z,,Z9Y8S,CU0NU,CA,LXM 394,P6OR7,2018-05-16T20:19:03.000Z
PXTCI,49.7,2018-05-17T04:47:35.000Z,2018-05-17T06:42:48.000Z,09UDO,37JFY,SD,28O BI2,XV82A,2018-05-17T12:11:52.000Z
S7PQV,20.55,2018-05-17T07:27:09.000Z,2018-05-17T11:36:28.000Z,GL67M,OKNGF,CA,102 RLS,9WUOO,2018-05-17T13:49:04.000Z
CJQ26,73.34,2018-05-17T14:16:10.000Z,2018-05-17T16:37:55.000Z,12JQD,1BYHY,VT,T34 2NC,17KE2,2018-05-17T16:40:12.000Z
EYZL4,20.3,2018-05-18T11:17:43.000Z,2018-05-18T15:39:52.000Z,9ZU8C,1TMXQ,CA,888 EPS,49TNX,2018-05-18T17:12:41.000Z
31J8U,31.68,2018-05-18T22:11:28.000Z,2018-05-19T02:43:51.000Z,KMD2W,SF3PY,MN,HCM 409,0N43T,2018-05-19T03:15:12.000Z
VZQY9,33.88,2018-05-19T01:54:51.000Z,,YSM72,GXNJS,CA,514 BHJ,D3O18,2018-05-19T08:35:53.000Z
VR8X3,297.0,2018-05-19T05:29:44.000Z,,Y86VC,D53L3,CA,2EZ42,UNGSN,2018-05-19T11:49:12.000Z
LV1CZ,41.85,2018-05-20T15:29:13.000Z,,3SDRH,N95L4,CA,N41 3QU,WEUEN,2018-05-21T01:24:32.000Z
D746A,109.19,2018-05-20T15:57:12.000Z,2018-05-20T17:11:15.000Z,IFH1O,59IDX,CA,PTR-654,2TM62,2018-05-20T22:21:35.000Z
LZ2CV,27.27,2018-05-20T20:21:56.000Z,2018-05-20T21:53:39.000Z,9N9ZZ,C5XTQ,CA,SD-5556,EFZC1,2018-05-20T23:57:45.000Z
50M0F,82.15,2018-05-20T22:45:37.000Z,,MTKPO,Y2A63,MI,815RO,Q1LI3,2018-05-21T04:55:01.000Z
LN1G7,24.85,2018-05-21T00:03:23.000Z,,XW3N6,KB8R8,UT,CB2 1717,J30MG,2018-05-21T07:05:27.000Z
SW00U,19.8,2018-05-21T03:26:38.000Z,,PS63F,G80XK,CA,6DU 245,KGVM4,2018-05-21T12:21:32.000Z
3TIMJ,15.55,2018-05-21T08:19:57.000Z,2018-05-21T09:05:22.000Z,J79RC,KB3CZ,CA,T60 5DQ,IY7DV,2018-05-21T10:56:03.000Z
A63YO,96.21,2018-05-21T10:09:13.000Z,2018-05-21T14:14:48.000Z,QZP77,GU88F,CA,590 8271,HXUP6,2018-05-21T17:19:27.000Z
N0QM8,14.76,2018-05-21T14:13:14.000Z,,9LNGA,8PS1L,OR,CLG-086,M77DZ,2018-05-21T16:58:45.000Z
ED8YQ,134.67,2018-05-21T18:50:23.000Z,2018-05-21T21:39:52.000Z,7MVX1,1BYHY,CA,6-66145P,17KE2,2018-05-22T01:03:36.000Z
FI4V8,41.66,2018-05-22T01:23:12.000Z,2018-05-22T06:36:10.000Z,CSW31,2KFTE,CA,TQI X84,FK2B5,2018-05-22T09:23:38.000Z
TEVB3,14.11,2018-05-22T01:34:38.000Z,,3NRG2,DRV2O,TN,S72 8UA,ZGBW2,2018-05-22T05:17:51.000Z
VCCED,31.74,2018-05-22T06:37:52.000Z,2018-05-22T08:19:28.000Z,DM1R0,OVU9W,CA,0NET371,I77FZ,2018-05-22T11:05:49.000Z
K43RY,19.47,2018-05-22T07:52:40.000Z,,JVN1X,B64DW,UT,PYU 295,BOMU1,2018-05-22T12:38:22.000Z
LKPIF,50.88,2018-05-22T21:30:59.000Z,2018-05-23T00:25:54.000Z,GIQUG,NRW96,CA,080-YAG,QOJK3,2018-05-23T03:36:53.000Z
K8GAH,2.23,2018-05-23T02:03:46.000Z,2018-05-23T02:56:31.000Z,15J08,7LRLH,CA,6DQ 314,XGW8A,2018-05-23T04:44:17.000Z
0Z55U,28.3,2018-05-23T03:41:44.000Z,2018-05-23T06:06:22.000Z,53FDO,JJCOW,CA,395-UBC,SZI3N,2018-05-23T06:23:00.000Z
VRS9Q,38.72,2018-05-23T06:35:29.000Z,2018-05-23T08:05:38.000Z,126DV,0IBLC,CA,J63-SIR,SCPDY,2018-05-23T10:39:16.000Z
U1P0A,4.95,2018-05-23T12:20:24.000Z,,H2O2Z,TTGHF,AL,710-IKH,N4JNH,2018-05-23T16:24:28.000Z
15OTA,2.97,2018-05-23T22:57:07.000Z,2018-05-24T01:49:11.000Z,A91V1,FGYNW,CA,JN 7770,7ASSJ,2018-05-24T05:52:50.000Z
P3WYP,7.89,2018-05-24T00:09:12.000Z,,E9T78,YSKJW,MD,BRI-0487,QTB4W,2018-05-24T06:44:17.000Z
3F0OQ,154.76,2018-05-24T05:48:05.000Z,2018-05-24T11:34:57.000Z,4CD2W,8CVTK,CA,881 KYX,3PQ8F,2018-05-24T11:35:59.000Z
IXHZG,76.92,2018-05-24T09:27:56.000Z,2018-05-24T14:46:55.000Z,RQCXT,LWBDM,CA,OTN 084,T9O52,2018-05-24T19:36:04.000Z
A6ZLB,149.6,2018-05-24T11:12:25.000Z,,01DR9,SQYYD,CA,28J 0099,3L5CM,2018-05-24T13:15:59.000Z
M91Z9,521.28,2018-05-24T14:18:12.000Z,2018-05-24T19:26:16.000Z,4FEHS,3CMJ3,CA,DZ 3895,YLPSD,2018-05-24T23:08:45.000Z
PWURB,43.82,2018-05-24T19:48:32.000Z,2018-05-24T20:59:42.000Z,8CVTK,HW29B,CA,V83-FJP,1U31K,2018-05-25T02:13:48.000Z
JE2Z2,48.5,2018-05-24T19:49:13.000Z,,C5S06,UGJ9B,NE,94K 8095,WTMYV,2018-05-24T23:00:16.000Z
ZQ84L,25.04,2018-05-24T23:45:24.000Z,2018-05-25T02:18:01.000Z,U6FGU,8BLOK,MD,103L,OO0E6,2018-05-25T06:50:09.000Z
WRVI7,41.34,2018-05-25T12:00:13.000Z,2018-05-25T14:18:03.000Z,25ZTM,JCSN0,TN,467 DOY,PXQ0C,2018-05-25T15:02:30.000Z
9YMXZ,7.04,2018-05-25T20:55:04.000Z,2018-05-25T22:09:23.000Z,T6YDW,9R28N,CA,80W•998,OK01O,2018-05-26T03:29:23.000Z
1X7MZ,99.3,2018-05-25T22:07:11.000Z,,XVAT2,RZOPE,CA,662Y1,IY7DV,2018-05-26T00:48:44.000Z
PP9MT,48.81,2018-05-26T08:37:32.000Z,2018-05-26T14:32:02.000Z,KYNVG,GUK5T,TN,S72 8UA,FIY4K,2018-05-26T17:03:55.000Z
YBII7,97.38,2018-05-26T09:20:20.000Z,2018-05-26T11:05:31.000Z,O139N,W90RP,ND,YJC 261,FX0RG,2018-05-26T13:37:37.000Z
5NRQS,40.23,2018-05-26T09:52:58.000Z,,NYAW7,XM645,CA,MTE 174,NQCTF,2018-05-26T16:21:13.000Z
NY81A,0.99,2018-05-26T16:47:34.000Z,,VM8U0,NQ84J,MS,979-LRN,D3O18,2018-05-26T19:13:14.000Z
J3C92,1.98,2018-05-27T00:13:24.000Z,2018-05-27T00:22:12.000Z,Y5S1L,3HXMS,AK,898-KYL,70GOX,2018-05-27T06:21:22.000Z
JV3QT,104.94,2018-05-27T01:18:45.000Z,,MHXU7,BQHN5,NM,27-0530L,HWXUV,2018-05-27T09:36:43.000Z
V8KFY,10.76,2018-05-27T01:29:27.000Z,,YQ9UC,3UYX3,CA,OP-9664,FIY4K,2018-05-27T04:09:59.000Z
1VV9Z,46.04,2018-05-27T01:38:17.000Z,,FGYNW,HC5BE,CA,6P IB051,D4HJY,2018-05-27T09:10:27.000Z
7JCCQ,5.86,2018-05-27T02:01:47.000Z,2018-05-27T04:21:11.000Z,YVQRE,3KPKZ,CA,URU 163,YSYH8,2018-05-27T08:27:24.000Z
U2LUQ,38.7,2018-05-27T08:41:54.000Z,,CRFG5,E27EG,CA,838-BPJ,CAX0E,2018-05-27T16:04:00.000Z
EOXPO,9.84,2018-05-27T14:12:43.000Z,2018-05-27T17:14:23.000Z,XQKMB,LPT1R,CA,2V TT128,N5V0S,2018-05-27T18:01:47.000Z
TG5S9,21.15,2018-05-27T18:53:37.000Z,2018-05-27T21:58:05.000Z,3ROM7,ZHL7U,CA,7YP0476,YP8DM,2018-05-28T00:26:48.000Z
6IWHS,63.38,2018-05-27T21:24:06.000Z,,DSTK3,1IVOT,CA,XHI 752,I70TD,2018-05-28T05:44:16.000Z
A010Z,10.52,2018-05-28T07:57:17.000Z,,W35U4,EINLV,CA,RT-0855,DV8C3,2018-05-28T08:39:13.000Z
94CZ3,16.34,2018-05-28T15:14:49.000Z,,EFXQM,R5Z9M,LA,57HR982,3HM75,2018-05-28T21:08:22.000Z
1AWTS,19.7,2018-05-28T21:24:30.000Z,2018-05-29T00:29:32.000Z,DSV00,7NH4D,AZ,4V403,6CH7I,2018-05-29T00:34:18.000Z
6698U,73.17,2018-05-29T04:34:40.000Z,,KY3CK,5WURH,CA,ZCW-8183,8J54U,2018-05-29T10:16:38.000Z
28RHI,27.32,2018-05-29T09:11:54.000Z,,9TBC0,LWBDM,SD,D52 5FU,74JM7,2018-05-29T11:49:40.000Z
VZB17,54.69,2018-05-29T19:51:35.000Z,,72AVO,OTJ8K,CA,83T S22,2AKCB,2018-05-30T04:35:09.000Z
APFUM,6.1,2018-05-30T07:51:36.000Z,,1MQ2Y,LYJMG,CA,131 UTL,1NXB6,2018-05-30T11:55:04.000Z
ZJZC4,21.21,2018-05-30T20:25:40.000Z,,225AC,QEEUO,CA,MNG 240,QTB4W,2018-05-31T02:06:21.000Z
96R51,96.79,2018-05-30T22:34:11.000Z,2018-05-31T01:25:11.000Z,T0EDD,YUFGV,CA,038 QQB,IY7DV,2018-05-31T05:00:55.000Z
OH46H,21.93,2018-05-31T01:40:27.000Z,2018-05-31T04:40:28.000Z,6GNWQ,DHT4W,NM,18B•658,UYQ5A,2018-05-31T07:47:57.000Z
YK883,37.71,2018-05-31T08:08:25.000Z,,9LNGA,V7XH3,OR,CLG-086,WEUEN,2018-05-31T13:52:19.000Z
C5FD1,53.46,2018-05-31T09:05:22.000Z,2018-05-31T12:00:03.000Z,P7GTN,R9HR3,CA,VEI-3682,G626N,2018-05-31T13:37:45.000Z
S42WX,82.4,2018-05-31T12:59:52.000Z,,TGF0O,EBDHF,CA,UFO 667,GBNTS,2018-05-31T22:45:13.000Z
JJCXH,71.1,2018-05-31T13:52:00.000Z,2018-05-31T14:45:40.000Z,BRX05,AVLMD,MT,83-T802,BNDY3,2018-05-31T19:44:11.000Z
T98F8,36.52,2018-06-01T02:08:51.000Z,2018-06-01T03:59:33.000Z,NLXE6,7RVJN,CA,164 1UG,ZLYE6,2018-06-01T07:28:54.000Z
F2N9X,193.08,2018-06-01T04:23:13.000Z,,TUKDI,UI4D6,CA,ZWW 591,7ZMG0,2018-06-01T10:20:14.000Z
AAPXM,7.26,2018-06-01T11:06:35.000Z,2018-06-01T15:19:46.000Z,MXQDW,CPQEB,AK,462-HNM,I1LKN,2018-06-01T17:45:48.000Z
PIP48,106.32,2018-06-01T18:05:19.000Z,2018-06-01T20:08:46.000Z,VMSXU,225AC,CA,571RV,OQVXB,2018-06-02T01:26:46.000Z
